# Engine name: SSI Liquid - IPA
# Sun Oct 29 12:05:59 2017
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     8.6000    540.0000      0.0000      1.0000      0.0000   3065.6680     27.8276      1.1651      1.1516   1453.5761    218.4703    242.0263      1.5170      1.6713      0.9485 
     8.6000    550.0000      0.0000      1.0000      0.0000   3066.9565     27.8306      1.1652      1.1518   1454.0081    218.9376    242.3647      1.5198      1.6732      0.9487 
     8.6000    560.0000      0.0000      1.0000      0.0000   3068.2200     27.8336      1.1653      1.1519   1454.4319    219.3943    242.6958      1.5224      1.6750      0.9488 
     8.6000    570.0000      0.0000      1.0000      0.0000   3069.4594     27.8365      1.1653      1.1520   1454.8478    219.8410    243.0199      1.5250      1.6768      0.9490 
     8.6000    580.0000      0.0000      1.0000      0.0000   3070.6757     27.8394      1.1654      1.1521   1455.2562    220.2779    243.3372      1.5276      1.6786      0.9491 
     8.6000    590.0000      0.0000      1.0000      0.0000   3071.8695     27.8422      1.1655      1.1523   1455.6571    220.7054    243.6478      1.5301      1.6803      0.9493 
     8.6000    600.0000      0.0000      1.0000      0.0000   3073.0418     27.8450      1.1656      1.1524   1456.0510    221.1238    243.9520      1.5325      1.6820      0.9494 
     8.6000    610.0000      0.0000      1.0000      0.0000   3074.1932     27.8477      1.1657      1.1525   1456.4380    221.5334    244.2501      1.5349      1.6836      0.9496 
     8.6000    620.0000      0.0000      1.0000      0.0000   3075.3244     27.8503      1.1657      1.1526   1456.8184    221.9347    244.5422      1.5372      1.6852      0.9497 
     8.6000    630.0000      0.0000      1.0000      0.0000   3076.4361     27.8530      1.1658      1.1527   1457.1924    222.3281    244.8289      1.5395      1.6868      0.9498 
     8.6000    640.0000      0.0000      1.0000      0.0000   3077.5289     27.8555      1.1659      1.1528   1457.5602    222.7136    245.1101      1.5418      1.6883      0.9500 
     8.6000    650.0000      0.0000      1.0000      0.0000   3078.6034     27.8581      1.1660      1.1530   1457.9220    223.0916    245.3860      1.5440      1.6898      0.9501 
     8.6000    660.0000      0.0000      1.0000      0.0000   3079.6602     27.8606      1.1660      1.1531   1458.2780    223.4625    245.6568      1.5461      1.6913      0.9502 
     8.6000    670.0000      0.0000      1.0000      0.0000   3080.6999     27.8630      1.1661      1.1532   1458.6283    223.8263    245.9226      1.5482      1.6928      0.9504 
     8.6000    680.0000      0.0000      1.0000      0.0000   3081.7229     27.8654      1.1662      1.1533   1458.9732    224.1832    246.1836      1.5503      1.6942      0.9505 
     8.6000    690.0000      0.0000      1.0000      0.0000   3082.7298     27.8678      1.1663      1.1534   1459.3128    224.5336    246.4399      1.5523      1.6956      0.9506 
     8.6000    700.0000      0.0000      1.0000      0.0000   3083.7210     27.8702      1.1663      1.1535   1459.6472    224.8776    246.6917      1.5543      1.6970      0.9507 
     8.6000    710.0000      0.0000      1.0000      0.0000   3084.6970     27.8725      1.1664      1.1536   1459.9766    225.2155    246.9392      1.5562      1.6983      0.9508 
     8.6000    720.0000      0.0000      1.0000      0.0000   3085.6582     27.8747      1.1665      1.1537   1460.3011    225.5474    247.1824      1.5582      1.6996      0.9510 
     8.6000    730.0000      0.0000      1.0000      0.0000   3086.6051     27.8770      1.1665      1.1538   1460.6210    225.8735    247.4215      1.5600      1.7009      0.9511 
     8.6000    740.0000      0.0000      1.0000      0.0000   3087.5380     27.8792      1.1666      1.1539   1460.9362    226.1940    247.6566      1.5619      1.7022      0.9512 
     8.6000    750.0000      0.0000      1.0000      0.0000   3088.4574     27.8813      1.1667      1.1540   1461.2470    226.5092    247.8880      1.5637      1.7035      0.9513 
     8.6000    760.0000      0.0000      1.0000      0.0000   3089.3635     27.8835      1.1667      1.1541   1461.5535    226.8193    248.1157      1.5655      1.7047      0.9514 
     8.6000    770.0000      0.0000      1.0000      0.0000   3090.2569     27.8856      1.1668      1.1542   1461.8557    227.1243    248.3399      1.5672      1.7059      0.9515 
     8.6000    780.0000      0.0000      1.0000      0.0000   3091.1377     27.8877      1.1668      1.1543   1462.1538    227.4243    248.5605      1.5690      1.7071      0.9516 
     8.6000    790.0000      0.0000      1.0000      0.0000   3092.0064     27.8897      1.1669      1.1544   1462.4479    227.7195    248.7776      1.5706      1.7083      0.9518 
     8.6000    800.0000      0.0000      1.0000      0.0000   3092.8632     27.8918      1.1670      1.1545   1462.7381    228.0100    248.9915      1.5723      1.7094      0.9519 
     8.6000    810.0000      0.0000      1.0000      0.0000   3093.7084     27.8938      1.1670      1.1545   1463.0245    228.2961    249.2021      1.5740      1.7106      0.9520 
     8.6000    820.0000      0.0000      1.0000      0.0000   3094.5424     27.8957      1.1671      1.1546   1463.3072    228.5778    249.4097      1.5756      1.7117      0.9521 
     8.6000    830.0000      0.0000      1.0000      0.0000   3095.3655     27.8977      1.1672      1.1547   1463.5862    228.8553    249.6143      1.5771      1.7128      0.9522 
     8.6000    840.0000      0.0000      1.0000      0.0000   3096.1778     27.8996      1.1672      1.1548   1463.8618    229.1287    249.8160      1.5787      1.7139      0.9523 
     8.6000    850.0000      0.0000      1.0000      0.0000   3096.9796     27.9015      1.1673      1.1549   1464.1339    229.3981    250.0147      1.5802      1.7149      0.9524 
     8.6000    860.0000      0.0000      1.0000      0.0000   3097.7713     27.9034      1.1673      1.1550   1464.4026    229.6634    250.2106      1.5818      1.7160      0.9525 
     8.6000    870.0000      0.0000      1.0000      0.0000   3098.5530     27.9052      1.1674      1.1551   1464.6681    229.9250    250.4038      1.5832      1.7170      0.9526 
     8.6000    880.0000      0.0000      1.0000      0.0000   3099.3250     27.9070      1.1674      1.1551   1464.9303    230.1827    250.5942      1.5847      1.7180      0.9527 
     8.6000    890.0000      0.0000      1.0000      0.0000   3100.0875     27.9088      1.1675      1.1552   1465.1894    230.4368    250.7821      1.5862      1.7190      0.9528 
     8.6000    900.0000      0.0000      1.0000      0.0000   3100.8408     27.9106      1.1675      1.1553   1465.4455    230.6874    250.9673      1.5876      1.7200      0.9529 
     8.6000    910.0000      0.0000      1.0000      0.0000   3101.5849     27.9124      1.1676      1.1554   1465.6986    230.9344    251.1501      1.5890      1.7210      0.9530 
     8.6000    920.0000      0.0000      1.0000      0.0000   3102.3203     27.9141      1.1677      1.1555   1465.9487    231.1781    251.3305      1.5904      1.7220      0.9531 
     8.6000    930.0000      0.0000      1.0000      0.0000   3103.0469     27.9158      1.1677      1.1555   1466.1960    231.4184    251.5084      1.5917      1.7229      0.9532 
     8.6000    940.0000      0.0000      1.0000      0.0000   3103.7651     27.9175      1.1678      1.1556   1466.4405    231.6556    251.6841      1.5931      1.7239      0.9532 
     8.6000    950.0000      0.0000      1.0000      0.0000   3104.4750     27.9192      1.1678      1.1557   1466.6823    231.8896    251.8574      1.5944      1.7248      0.9533 
     8.6000    960.0000      0.0000      1.0000      0.0000   3105.1768     27.9209      1.1679      1.1558   1466.9214    232.1205    252.0286      1.5957      1.7257      0.9534 
     8.6000    970.0000      0.0000      1.0000      0.0000   3105.8707     27.9225      1.1679      1.1559   1467.1579    232.3484    252.1976      1.5970      1.7266      0.9535 
     8.6000    980.0000      0.0000      1.0000      0.0000   3106.5568     27.9242      1.1680      1.1559   1467.3918    232.5734    252.3644      1.5983      1.7275      0.9536 
     8.6000    990.0000      0.0000      1.0000      0.0000   3107.2353     27.9258      1.1680      1.1560   1467.6232    232.7955    252.5293      1.5995      1.7284      0.9537 
     8.6000   1000.0000      0.0000      1.0000      0.0000   3107.9064     27.9273      1.1681      1.1561   1467.8521    233.0148    252.6920      1.6008      1.7292      0.9538 
     8.6000   1010.0000      0.0000      1.0000      0.0000   3108.5701     27.9289      1.1681      1.1561   1468.0787    233.2314    252.8529      1.6020      1.7301      0.9539 
     8.6000   1020.0000      0.0000      1.0000      0.0000   3109.2268     27.9305      1.1682      1.1562   1468.3029    233.4453    253.0117      1.6032      1.7309      0.9539 
     8.6000   1030.0000      0.0000      1.0000      0.0000   3109.8764     27.9320      1.1682      1.1563   1468.5247    233.6566    253.1688      1.6044      1.7317      0.9540 
     8.6000   1040.0000      0.0000      1.0000      0.0000   3110.5192     27.9335      1.1683      1.1564   1468.7443    233.8659    253.3245      1.6056      1.7326      0.9541 
     8.6000   1050.0000      0.0000      1.0000      0.0000   3111.1552     27.9350      1.1683      1.1564   1468.9617    234.0727    253.4784      1.6068      1.7334      0.9542 
     8.6000   1060.0000      0.0000      1.0000      0.0000   3111.7847     27.9365      1.1684      1.1565   1469.1769    234.2771    253.6306      1.6079      1.7342      0.9543 
     8.6000   1070.0000      0.0000      1.0000      0.0000   3112.4077     27.9380      1.1684      1.1566   1469.3899    234.4791    253.7810      1.6090      1.7350      0.9544 
     8.6000   1080.0000      0.0000      1.0000      0.0000   3113.0243     27.9395      1.1685      1.1566   1469.6009    234.6787    253.9298      1.6102      1.7358      0.9544 
     8.6000   1090.0000      0.0000      1.0000      0.0000   3113.6348     27.9409      1.1685      1.1567   1469.8098    234.8761    254.0768      1.6113      1.7365      0.9545 
     8.6000   1100.0000      0.0000      1.0000      0.0000   3114.2391     27.9424      1.1685      1.1568   1470.0167    235.0711    254.2223      1.6124      1.7373      0.9546 
     8.6000   1110.0000      0.0000      1.0000      0.0000   3114.8375     27.9438      1.1686      1.1568   1470.2216    235.2640    254.3661      1.6134      1.7380      0.9547 
     8.6000   1120.0000      0.0000      1.0000      0.0000   3115.4299     27.9452      1.1686      1.1569   1470.4245    235.4547    254.5084      1.6145      1.7388      0.9548 
     8.6000   1130.0000      0.0000      1.0000      0.0000   3116.0166     27.9466      1.1687      1.1570   1470.6256    235.6433    254.6491      1.6156      1.7395      0.9548 
     8.6000   1140.0000      0.0000      1.0000      0.0000   3116.5977     27.9479      1.1687      1.1570   1470.8248    235.8299    254.7883      1.6166      1.7403      0.9549 
     8.6000   1150.0000      0.0000      1.0000      0.0000   3117.1732     27.9493      1.1688      1.1571   1471.0221    236.0143    254.9260      1.6176      1.7410      0.9550 
     8.6000   1160.0000      0.0000      1.0000      0.0000   3117.7432     27.9507      1.1688      1.1572   1471.2176    236.1968    255.0623      1.6187      1.7417      0.9551 
     8.6000   1170.0000      0.0000      1.0000      0.0000   3118.3079     27.9520      1.1689      1.1572   1471.4114    236.3774    255.1972      1.6197      1.7424      0.9551 
     8.6000   1180.0000      0.0000      1.0000      0.0000   3118.8673     27.9533      1.1689      1.1573   1471.6034    236.5560    255.3307      1.6207      1.7431      0.9552 
     8.6000   1190.0000      0.0000      1.0000      0.0000   3119.4215     27.9546      1.1689      1.1573   1471.7937    236.7327    255.4628      1.6217      1.7438      0.9553 
     8.6000   1200.0000      0.0000      1.0000      0.0000   3119.9706     27.9559      1.1690      1.1574   1471.9823    236.9076    255.5935      1.6226      1.7445      0.9554 
     8.6000   1210.0000      0.0000      1.0000      0.0000   3120.5147     27.9572      1.1690      1.1575   1472.1692    237.0811    255.7233      1.6236      1.7451      0.9554 
     8.6000   1220.0000      0.0000      1.0000      0.0000   3121.0539     27.9585      1.1691      1.1575   1472.3545    237.2550    255.8541      1.6245      1.7458      0.9555 
     8.6000   1230.0000      0.0000      1.0000      0.0000   3121.5883     27.9598      1.1691      1.1576   1472.5382    237.4271    255.9835      1.6255      1.7465      0.9556 
     8.6000   1240.0000      0.0000      1.0000      0.0000   3122.1179     27.9610      1.1692      1.1576   1472.7204    237.5975    256.1118      1.6264      1.7471      0.9557 
     8.6000   1250.0000      0.0000      1.0000      0.0000   3122.6429     27.9623      1.1692      1.1577   1472.9009    237.7663    256.2388      1.6274      1.7478      0.9558 
     8.6000   1260.0000      0.0000      1.0000      0.0000   3123.1632     27.9635      1.1692      1.1578   1473.0800    237.9334    256.3645      1.6283      1.7484      0.9558 
     8.6000   1270.0000      0.0000      1.0000      0.0000   3123.6791     27.9647      1.1693      1.1578   1473.2576    238.0989    256.4891      1.6292      1.7491      0.9559 
     8.6000   1280.0000      0.0000      1.0000      0.0000   3124.1905     27.9660      1.1693      1.1579   1473.4337    238.2628    256.6126      1.6301      1.7497      0.9560 
     8.6000   1290.0000      0.0000      1.0000      0.0000   3124.6975     27.9672      1.1694      1.1579   1473.6083    238.4252    256.7350      1.6310      1.7503      0.9561 
     8.6000   1300.0000      0.0000      1.0000      0.0000   3125.2002     27.9684      1.1694      1.1580   1473.7815    238.5860    256.8562      1.6318      1.7509      0.9561 
     8.6000   1310.0000      0.0000      1.0000      0.0000   3125.6987     27.9695      1.1694      1.1580   1473.9533    238.7454    256.9763      1.6327      1.7515      0.9562 
     8.6000   1320.0000      0.0000      1.0000      0.0000   3126.1930     27.9707      1.1695      1.1581   1474.1237    238.9033    257.0954      1.6336      1.7521      0.9563 
     8.6000   1330.0000      0.0000      1.0000      0.0000   3126.6832     27.9719      1.1695      1.1582   1474.2928    239.0597    257.2134      1.6344      1.7527      0.9564 
     8.6000   1340.0000      0.0000      1.0000      0.0000   3127.1694     27.9730      1.1695      1.1582   1474.4605    239.2147    257.3304      1.6353      1.7533      0.9564 
     8.6000   1350.0000      0.0000      1.0000      0.0000   3127.6515     27.9742      1.1696      1.1583   1474.6269    239.3683    257.4463      1.6361      1.7539      0.9565 
     8.6000   1360.0000      0.0000      1.0000      0.0000   3128.1298     27.9753      1.1696      1.1583   1474.7920    239.5205    257.5613      1.6369      1.7545      0.9566 
     8.6000   1370.0000      0.0000      1.0000      0.0000   3128.6042     27.9764      1.1697      1.1584   1474.9558    239.6713    257.6752      1.6378      1.7551      0.9567 
     8.6000   1380.0000      0.0000      1.0000      0.0000   3129.0748     27.9776      1.1697      1.1584   1475.1183    239.8208    257.7881      1.6386      1.7556      0.9567 
     8.6000   1390.0000      0.0000      1.0000      0.0000   3129.5417     27.9787      1.1697      1.1585   1475.2796    239.9690    257.9001      1.6394      1.7562      0.9568 
     8.6000   1400.0000      0.0000      1.0000      0.0000   3130.0049     27.9798      1.1698      1.1585   1475.4397    240.1158    258.0111      1.6402      1.7568      0.9569 
     8.6000   1410.0000      0.0000      1.0000      0.0000   3130.4644     27.9809      1.1698      1.1586   1475.5986    240.2614    258.1212      1.6410      1.7573      0.9570 
     8.6000   1420.0000      0.0000      1.0000      0.0000   3130.9204     27.9819      1.1698      1.1586   1475.7563    240.4057    258.2303      1.6417      1.7579      0.9570 
     8.6000   1430.0000      0.0000      1.0000      0.0000   3131.3728     27.9830      1.1699      1.1587   1475.9128    240.5488    258.3385      1.6425      1.7584      0.9571 
     8.6000   1440.0000      0.0000      1.0000      0.0000   3131.8217     27.9841      1.1699      1.1587   1476.0681    240.6907    258.4459      1.6433      1.7590      0.9572 
     8.6000   1450.0000      0.0000      1.0000      0.0000   3132.2673     27.9851      1.1700      1.1588   1476.2223    240.8313    258.5523      1.6441      1.7595      0.9572 
     8.6000   1460.0000      0.0000      1.0000      0.0000   3132.7094     27.9862      1.1700      1.1588   1476.3754    240.9708    258.6579      1.6448      1.7600      0.9573 
     8.6000   1470.0000      0.0000      1.0000      0.0000   3133.1482     27.9872      1.1700      1.1589   1476.5274    241.1091    258.7627      1.6456      1.7605      0.9574 
     8.6000   1480.0000      0.0000      1.0000      0.0000   3133.5838     27.9883      1.1701      1.1589   1476.6783    241.2463    258.8665      1.6463      1.7611      0.9574 
     8.6000   1490.0000      0.0000      1.0000      0.0000   3134.0161     27.9893      1.1701      1.1590   1476.8281    241.3823    258.9696      1.6470      1.7616      0.9575 
     8.6000   1500.0000      0.0000      1.0000      0.0000   3134.4452     27.9903      1.1701      1.1590   1476.9768    241.5172    259.0718      1.6478      1.7621      0.9576 
     8.7000    110.0000      0.0000      1.0000      0.0000   2943.4639     27.5860      1.1582      1.1411   1412.8065    166.9801    206.2311      1.2009      1.4612      0.9360 
     8.7000    120.0000      0.0000      1.0000      0.0000   2950.0776     27.6014      1.1586      1.1417   1414.9848    170.4450    208.4945      1.2231      1.4753      0.9366 
     8.7000    130.0000      0.0000      1.0000      0.0000   2956.1392     27.6155      1.1589      1.1422   1416.9823    173.5498    210.5454      1.2429      1.4880      0.9372 
     8.7000    140.0000      0.0000      1.0000      0.0000   2961.7315     27.6286      1.1592      1.1427   1418.8261    176.3566    212.4159      1.2608      1.4995      0.9378 
     8.7000    150.0000      0.0000      1.0000      0.0000   2966.9203     27.6407      1.1595      1.1432   1420.5377    178.9106    214.1299      1.2770      1.5100      0.9383 
     8.7000    160.0000      0.0000      1.0000      0.0000   2971.7584     27.6520      1.1598      1.1437   1422.1346    181.2503    215.7093      1.2917      1.5196      0.9388 
     8.7000    170.0000      0.0000      1.0000      0.0000   2976.2888     27.6626      1.1600      1.1441   1423.6307    183.4086    217.1744      1.3053      1.5285      0.9393 
     8.7000    180.0000      0.0000      1.0000      0.0000   2980.5474     27.6725      1.1603      1.1445   1425.0378    185.4069    218.5369      1.3178      1.5367      0.9398 
     8.7000    190.0000      0.0000      1.0000      0.0000   2984.5639     27.6819      1.1605      1.1448   1426.3657    187.2648    219.8083      1.3294      1.5444      0.9402 
     8.7000    200.0000      0.0000      1.0000      0.0000   2988.3636     27.6908      1.1608      1.1452   1427.6227    189.0005    221.0005      1.3403      1.5516      0.9406 
     8.7000    210.0000      0.0000      1.0000      0.0000   2991.9681     27.6993      1.1610      1.1455   1428.8157    190.6272    222.1213      1.3504      1.5583      0.9410 
     8.7000    220.0000      0.0000      1.0000      0.0000   2995.3957     27.7073      1.1612      1.1458   1429.9508    192.1562    223.1778      1.3598      1.5646      0.9413 
     8.7000    230.0000      0.0000      1.0000      0.0000   2998.6624     27.7149      1.1614      1.1462   1431.0333    193.5979    224.1766      1.3688      1.5705      0.9417 
     8.7000    240.0000      0.0000      1.0000      0.0000   3001.7823     27.7223      1.1616      1.1465   1432.0676    194.9610    225.1234      1.3772      1.5761      0.9420 
     8.7000    250.0000      0.0000      1.0000      0.0000   3004.7675     27.7293      1.1617      1.1467   1433.0579    196.2529    226.0227      1.3851      1.5814      0.9424 
     8.7000    260.0000      0.0000      1.0000      0.0000   3007.6288     27.7360      1.1619      1.1470   1434.0076    197.4797    226.8786      1.3927      1.5865      0.9427 
     8.7000    270.0000      0.0000      1.0000      0.0000   3010.3756     27.7424      1.1621      1.1473   1434.9198    198.6475    227.6951      1.3998      1.5912      0.9430 
     8.7000    280.0000      0.0000      1.0000      0.0000   3013.0166     27.7486      1.1623      1.1475   1435.7974    199.7614    228.4755      1.4066      1.5958      0.9433 
     8.7000    290.0000      0.0000      1.0000      0.0000   3015.5592     27.7546      1.1624      1.1478   1436.6427    200.8256    229.2225      1.4131      1.6002      0.9436 
     8.7000    300.0000      0.0000      1.0000      0.0000   3018.0103     27.7603      1.1626      1.1480   1437.4581    201.8434    229.9382      1.4193      1.6043      0.9439 
     8.7000    310.0000      0.0000      1.0000      0.0000   3020.3759     27.7659      1.1627      1.1482   1438.2454    202.8184    230.6249      1.4252      1.6083      0.9441 
     8.7000    320.0000      0.0000      1.0000      0.0000   3022.6617     27.7712      1.1629      1.1485   1439.0066    203.7536    231.2845      1.4309      1.6122      0.9444 
     8.7000    330.0000      0.0000      1.0000      0.0000   3024.8726     27.7764      1.1630      1.1487   1439.7433    204.6526    231.9197      1.4364      1.6158      0.9446 
     8.7000    340.0000      0.0000      1.0000      0.0000   3027.0132     27.7815      1.1631      1.1489   1440.4569    205.5174    232.5317      1.4416      1.6194      0.9449 
     8.7000    350.0000      0.0000      1.0000      0.0000   3029.0877     27.7863      1.1633      1.1491   1441.1489    206.3503    233.1219      1.4466      1.6227      0.9451 
     8.7000    360.0000      0.0000      1.0000      0.0000   3031.0999     27.7911      1.1634      1.1493   1441.8204    207.1531    233.6915      1.4515      1.6260      0.9454 
     8.7000    370.0000      0.0000      1.0000      0.0000   3033.0532     27.7957      1.1635      1.1495   1442.4726    207.9277    234.2418      1.4561      1.6292      0.9456 
     8.7000    380.0000      0.0000      1.0000      0.0000   3034.9509     27.8001      1.1637      1.1497   1443.1065    208.6758    234.7740      1.4606      1.6322      0.9458 
     8.7000    390.0000      0.0000      1.0000      0.0000   3036.7959     27.8045      1.1638      1.1499   1443.7232    209.3993    235.2893      1.4649      1.6352      0.9460 
     8.7000    400.0000      0.0000      1.0000      0.0000   3038.5910     27.8087      1.1639      1.1501   1444.3235    210.0995    235.7886      1.4691      1.6380      0.9462 
     8.7000    410.0000      0.0000      1.0000      0.0000   3040.3387     27.8128      1.1640      1.1502   1444.9083    210.7775    236.2726      1.4732      1.6408      0.9465 
     8.7000    420.0000      0.0000      1.0000      0.0000   3042.0412     27.8168      1.1641      1.1504   1445.4782    211.4348    236.7424      1.4771      1.6434      0.9467 
     8.7000    430.0000      0.0000      1.0000      0.0000   3043.7009     27.8207      1.1642      1.1506   1446.0341    212.0724    237.1986      1.4809      1.6460      0.9468 
     8.7000    440.0000      0.0000      1.0000      0.0000   3045.3197     27.8245      1.1644      1.1507   1446.5766    212.6921    237.6426      1.4846      1.6485      0.9470 
     8.7000    450.0000      0.0000      1.0000      0.0000   3046.8994     27.8282      1.1645      1.1509   1447.1062    213.2940    238.0744      1.4882      1.6510      0.9472 
     8.7000    460.0000      0.0000      1.0000      0.0000   3048.4420     27.8319      1.1646      1.1511   1447.6236    213.8792    238.4946      1.4917      1.6533      0.9474 
     8.7000    470.0000      0.0000      1.0000      0.0000   3049.9489     27.8354      1.1647      1.1512   1448.1293    214.4484    238.9037      1.4950      1.6556      0.9476 
     8.7000    480.0000      0.0000      1.0000      0.0000   3051.4217     27.8389      1.1648      1.1514   1448.6238    215.0023    239.3022      1.4983      1.6579      0.9478 
     8.7000    490.0000      0.0000      1.0000      0.0000   3052.8619     27.8423      1.1649      1.1515   1449.1076    215.5418    239.6907      1.5015      1.6601      0.9479 
     8.7000    500.0000      0.0000      1.0000      0.0000   3054.2708     27.8456      1.1650      1.1516   1449.5811    216.0674    240.0695      1.5046      1.6622      0.9481 
     8.7000    510.0000      0.0000      1.0000      0.0000   3055.6497     27.8489      1.1651      1.1518   1450.0448    216.5798    240.4392      1.5076      1.6643      0.9483 
     8.7000    520.0000      0.0000      1.0000      0.0000   3056.9998     27.8520      1.1652      1.1519   1450.4989    217.0797    240.8001      1.5106      1.6663      0.9484 
     8.7000    530.0000      0.0000      1.0000      0.0000   3058.3222     27.8552      1.1652      1.1521   1450.9440    217.5674    241.1526      1.5135      1.6682      0.9486 
     8.7000    540.0000      0.0000      1.0000      0.0000   3059.6180     27.8582      1.1653      1.1522   1451.3803    218.0436    241.4970      1.5163      1.6702      0.9488 
     8.7000    550.0000      0.0000      1.0000      0.0000   3060.8881     27.8612      1.1654      1.1523   1451.8082    218.5087    241.8336      1.5190      1.6720      0.9489 
     8.7000    560.0000      0.0000      1.0000      0.0000   3062.1336     27.8641      1.1655      1.1525   1452.2280    218.9632    242.1628      1.5217      1.6739      0.9491 
     8.7000    570.0000      0.0000      1.0000      0.0000   3063.3553     27.8670      1.1656      1.1526   1452.6399    219.4078    242.4852      1.5243      1.6757      0.9492 
     8.7000    580.0000      0.0000      1.0000      0.0000   3064.5541     27.8699      1.1657      1.1527   1453.0443    219.8426    242.8007      1.5268      1.6774      0.9494 
     8.7000    590.0000      0.0000      1.0000      0.0000   3065.7307     27.8726      1.1658      1.1528   1453.4414    220.2681    243.1097      1.5293      1.6791      0.9495 
     8.7000    600.0000      0.0000      1.0000      0.0000   3066.8860     27.8754      1.1658      1.1530   1453.8315    220.6845    243.4123      1.5318      1.6808      0.9497 
     8.7000    610.0000      0.0000      1.0000      0.0000   3068.0206     27.8780      1.1659      1.1531   1454.2148    221.0921    243.7088      1.5341      1.6824      0.9498 
     8.7000    620.0000      0.0000      1.0000      0.0000   3069.1353     27.8807      1.1660      1.1532   1454.5915    221.4914    243.9993      1.5365      1.6840      0.9499 
     8.7000    630.0000      0.0000      1.0000      0.0000   3070.2308     27.8833      1.1661      1.1533   1454.9619    221.8829    244.2845      1.5387      1.6856      0.9501 
     8.7000    640.0000      0.0000      1.0000      0.0000   3071.3075     27.8858      1.1662      1.1534   1455.3261    222.2666    244.5642      1.5410      1.6871      0.9502 
     8.7000    650.0000      0.0000      1.0000      0.0000   3072.3662     27.8883      1.1662      1.1535   1455.6844    222.6428    244.8386      1.5432      1.6886      0.9503 
     8.7000    660.0000      0.0000      1.0000      0.0000   3073.4073     27.8908      1.1663      1.1537   1456.0369    223.0119    245.1079      1.5453      1.6901      0.9505 
     8.7000    670.0000      0.0000      1.0000      0.0000   3074.4316     27.8932      1.1664      1.1538   1456.3838    223.3739    245.3723      1.5474      1.6916      0.9506 
     8.7000    680.0000      0.0000      1.0000      0.0000   3075.4393     27.8956      1.1665      1.1539   1456.7252    223.7292    245.6319      1.5495      1.6930      0.9507 
     8.7000    690.0000      0.0000      1.0000      0.0000   3076.4312     27.8979      1.1665      1.1540   1457.0615    224.0779    245.8869      1.5515      1.6944      0.9508 
     8.7000    700.0000      0.0000      1.0000      0.0000   3077.4075     27.9002      1.1666      1.1541   1457.3926    224.4203    246.1374      1.5535      1.6958      0.9510 
     8.7000    710.0000      0.0000      1.0000      0.0000   3078.3688     27.9025      1.1667      1.1542   1457.7188    224.7565    246.3836      1.5554      1.6971      0.9511 
     8.7000    720.0000      0.0000      1.0000      0.0000   3079.3156     27.9047      1.1667      1.1543   1458.0401    225.0868    246.6255      1.5573      1.6984      0.9512 
     8.7000    730.0000      0.0000      1.0000      0.0000   3080.2481     27.9069      1.1668      1.1544   1458.3568    225.4113    246.8633      1.5592      1.6997      0.9513 
     8.7000    740.0000      0.0000      1.0000      0.0000   3081.1669     27.9091      1.1669      1.1545   1458.6689    225.7303    247.0972      1.5610      1.7010      0.9514 
     8.7000    750.0000      0.0000      1.0000      0.0000   3082.0722     27.9112      1.1669      1.1546   1458.9766    226.0440    247.3274      1.5629      1.7022      0.9516 
     8.7000    760.0000      0.0000      1.0000      0.0000   3082.9646     27.9133      1.1670      1.1547   1459.2800    226.3525    247.5539      1.5646      1.7035      0.9517 
     8.7000    770.0000      0.0000      1.0000      0.0000   3083.8442     27.9154      1.1671      1.1548   1459.5792    226.6560    247.7768      1.5664      1.7047      0.9518 
     8.7000    780.0000      0.0000      1.0000      0.0000   3084.7115     27.9175      1.1671      1.1549   1459.8743    226.9546    247.9963      1.5681      1.7059      0.9519 
     8.7000    790.0000      0.0000      1.0000      0.0000   3085.5668     27.9195      1.1672      1.1550   1460.1655    227.2484    248.2123      1.5698      1.7070      0.9520 
     8.7000    800.0000      0.0000      1.0000      0.0000   3086.4104     27.9215      1.1673      1.1551   1460.4528    227.5375    248.4250      1.5715      1.7082      0.9521 
     8.7000    810.0000      0.0000      1.0000      0.0000   3087.2426     27.9235      1.1673      1.1551   1460.7363    227.8222    248.6345      1.5731      1.7093      0.9522 
     8.7000    820.0000      0.0000      1.0000      0.0000   3088.0636     27.9254      1.1674      1.1552   1461.0161    228.1025    248.8410      1.5747      1.7104      0.9523 
     8.7000    830.0000      0.0000      1.0000      0.0000   3088.8738     27.9273      1.1674      1.1553   1461.2924    228.3787    249.0445      1.5763      1.7115      0.9524 
     8.7000    840.0000      0.0000      1.0000      0.0000   3089.6735     27.9292      1.1675      1.1554   1461.5651    228.6508    249.2451      1.5778      1.7126      0.9525 
     8.7000    850.0000      0.0000      1.0000      0.0000   3090.4628     27.9311      1.1676      1.1555   1461.8345    228.9188    249.4428      1.5794      1.7137      0.9526 
     8.7000    860.0000      0.0000      1.0000      0.0000   3091.2420     27.9329      1.1676      1.1556   1462.1005    229.1829    249.6377      1.5809      1.7147      0.9527 
